Date,Country,CumulativeTotalCases,DailyNewCases,ActiveCases,CumulativeTotalDeaths,DailyNewDeaths
2020-9-28,Russia,1159573.0,8135.0,193268.0,20385.0,61.0
2020-9-29,Russia,1167805.0,8232.0,194861.0,20545.0,160.0
2020-9-30,Russia,1176286.0,8481.0,197307.0,20722.0,177.0
2020-10-01,Russia,1185231.0,8945.0,200098.0,20891.0,169.0
2020-10-02,Russia,1194643.0,9412.0,203270.0,21077.0,186.0
2020-10-03,Russia,1204502.0,9859.0,207392.0,21251.0,174.0
2020-10-04,Russia,1215001.0,10499.0,214500.0,21358.0,107.0
2020-10-05,Russia,1225889.0,10888.0,222090.0,21475.0,117.0
2020-10-06,Russia,1237504.0,11615.0,227265.0,21663.0,188.0
2020-10-07,Russia,1248619.0,11115.0,231479.0,21865.0,202.0
2020-10-08,Russia,1260112.0,11493.0,235727.0,22056.0,191.0
2020-10-09,Russia,1272238.0,12126.0,240560.0,22257.0,201.0
2020-10-10,Russia,1285084.0,12846.0,246428.0,22454.0,197.0
2020-10-11,Russia,1298718.0,13634.0,255679.0,22597.0,143.0
2020-10-12,Russia,1312310.0,13592.0,265353.0,22722.0,125.0
2020-10-13,Russia,1326178.0,13868.0,271427.0,22966.0,244.0
2020-10-14,Russia,1340409.0,14231.0,277499.0,23205.0,239.0
2020-10-15,Russia,1354163.0,13754.0,282575.0,23491.0,286.0
2020-10-16,Russia,1369313.0,15150.0,289008.0,23723.0,232.0
2020-10-17,Russia,1384235.0,14922.0,295034.0,24002.0,279.0
2020-10-18,Russia,1399334.0,15099.0,304571.0,24187.0,185.0
2020-10-19,Russia,1415316.0,15982.0,315046.0,24366.0,179.0
2020-10-20,Russia,1431635.0,16319.0,321392.0,24635.0,269.0
2020-10-21,Russia,1447335.0,15700.0,325823.0,24952.0,317.0
2020-10-22,Russia,1463306.0,15971.0,330076.0,25242.0,290.0
2020-10-23,Russia,1480646.0,17340.0,335870.0,25525.0,283.0
2020-10-24,Russia,1497167.0,16521.0,340528.0,25821.0,296.0
2020-10-25,Russia,1513877.0,16710.0,349305.0,26050.0,229.0
2020-10-26,Russia,1531224.0,17347.0,358859.0,26269.0,219.0
2020-10-27,Russia,1547774.0,16550.0,362245.0,26589.0,320.0
2020-10-28,Russia,1563976.0,16202.0,365740.0,26935.0,346.0
2020-10-29,Russia,1581693.0,17717.0,368351.0,27301.0,366.0
2020-10-30,Russia,1599976.0,18283.0,371760.0,27656.0,355.0
2020-10-31,Russia,1618116.0,18140.0,374712.0,27990.0,334.0
2020-11-01,Russia,1636781.0,18665.0,382873.0,28235.0,245.0
2020-11-02,Russia,1655038.0,18257.0,390532.0,28473.0,238.0
2020-11-03,Russia,1673686.0,18648.0,393494.0,28828.0,355.0
2020-11-04,Russia,1693454.0,19768.0,397306.0,29217.0,389.0
2020-11-05,Russia,1712858.0,19404.0,404180.0,29509.0,292.0
2020-11-06,Russia,1733440.0,20582.0,407429.0,29887.0,378.0
2020-11-07,Russia,1753836.0,20396.0,410658.0,30251.0,364.0
2020-11-08,Russia,1774334.0,20498.0,419378.0,30537.0,286.0
2020-11-09,Russia,1796132.0,21798.0,430198.0,30793.0,256.0
2020-11-10,Russia,1817109.0,20977.0,435207.0,31161.0,368.0
2020-11-11,Russia,1836960.0,19851.0,436010.0,31593.0,432.0
2020-11-12,Russia,1858568.0,21608.0,438368.0,32032.0,439.0
2020-11-13,Russia,1880551.0,21983.0,441205.0,32443.0,411.0
2020-11-14,Russia,1903253.0,22702.0,444890.0,32834.0,391.0
2020-11-15,Russia,1925825.0,22572.0,452654.0,33186.0,352.0
2020-11-16,Russia,1948603.0,22778.0,461265.0,33489.0,303.0
2020-11-17,Russia,1971013.0,22410.0,461178.0,33931.0,442.0
2020-11-18,Russia,1991998.0,20985.0,456528.0,34387.0,456.0
2020-11-19,Russia,2015608.0,23610.0,454102.0,34850.0,463.0
2020-11-20,Russia,2039926.0,24318.0,453201.0,35311.0,461.0
2020-11-21,Russia,2064748.0,24822.0,451535.0,35778.0,467.0
2020-11-22,Russia,2089329.0,24581.0,457707.0,36179.0,401.0
2020-11-23,Russia,2114502.0,25173.0,466517.0,36540.0,361.0
2020-11-24,Russia,2138828.0,24326.0,467126.0,37031.0,491.0
2020-11-25,Russia,2162503.0,23675.0,464546.0,37538.0,507.0
2020-11-26,Russia,2187990.0,25487.0,464436.0,38062.0,524.0
2020-11-27,Russia,2215533.0,27543.0,464801.0,38558.0,496.0
2020-11-28,Russia,2242633.0,27100.0,464095.0,39068.0,510.0
2020-11-29,Russia,2269316.0,26683.0,468332.0,39527.0,459.0
2020-11-30,Russia,2295654.0,26338.0,477055.0,39895.0,368.0
2020-12-01,Russia,2322056.0,26402.0,478125.0,40464.0,569.0
2020-12-02,Russia,2347401.0,25345.0,475999.0,41053.0,589.0
2020-12-03,Russia,2375546.0,28145.0,474088.0,41607.0,554.0
2020-12-04,Russia,2402949.0,27403.0,472021.0,42176.0,569.0
2020-12-05,Russia,2431731.0,28782.0,472651.0,42684.0,508.0
2020-12-06,Russia,2460770.0,29039.0,479891.0,43141.0,457.0
2020-12-07,Russia,2488912.0,28142.0,488727.0,43597.0,456.0
2020-12-08,Russia,2515009.0,26097.0,489324.0,44159.0,562.0
2020-12-09,Russia,2541199.0,26190.0,488689.0,44718.0,559.0
2020-12-10,Russia,2569126.0,27927.0,490177.0,45280.0,562.0
2020-12-11,Russia,2597711.0,28585.0,491978.0,45893.0,613.0
2020-12-12,Russia,2625848.0,28137.0,493437.0,46453.0,560.0
2020-12-13,Russia,2653928.0,28080.0,500752.0,46941.0,488.0
2020-12-14,Russia,2681256.0,27328.0,509068.0,47391.0,450.0
2020-12-15,Russia,2707945.0,26689.0,510367.0,47968.0,577.0
2020-12-16,Russia,2734454.0,26509.0,509790.0,48564.0,596.0
2020-12-17,Russia,2762668.0,28214.0,510977.0,49151.0,587.0
2020-12-18,Russia,2791220.0,28552.0,512825.0,49762.0,611.0
2020-12-19,Russia,2819429.0,28209.0,514340.0,50347.0,585.0
2020-12-20,Russia,2848377.0,28948.0,521862.0,50858.0,511.0
2020-12-21,Russia,2877727.0,29350.0,531014.0,51351.0,493.0
2020-12-22,Russia,2906503.0,28776.0,535071.0,51912.0,561.0
2020-12-23,Russia,2933753.0,27250.0,537325.0,52461.0,549.0
2020-12-24,Russia,2963688.0,29935.0,539735.0,53096.0,635.0
2020-12-25,Russia,2992706.0,29018.0,540793.0,53659.0,563.0
2020-12-26,Russia,3021964.0,29258.0,541299.0,54226.0,567.0
2020-12-27,Russia,3050248.0,28284.0,544641.0,54778.0,552.0
2020-12-28,Russia,3078035.0,27787.0,551461.0,55265.0,487.0
2020-12-29,Russia,3105037.0,27002.0,553027.0,55827.0,562.0
2020-12-30,Russia,3131550.0,26513.0,549706.0,56426.0,599.0
2020-12-31,Russia,3159297.0,27747.0,547938.0,57019.0,593.0
2021-1-01,Russia,3186336.0,27039.0,548643.0,57555.0,536.0
2021-1-02,Russia,3212637.0,26301.0,555600.0,58002.0,447.0
2021-1-03,Russia,3236787.0,24150.0,559399.0,58506.0,504.0
2021-1-04,Russia,3260138.0,23351.0,561114.0,58988.0,482.0
2021-1-05,Russia,3284384.0,24246.0,562210.0,59506.0,518.0
2021-1-06,Russia,3308601.0,24217.0,562927.0,59951.0,445.0
2021-1-07,Russia,3332142.0,23541.0,562233.0,60457.0,506.0
2021-1-08,Russia,3355794.0,23652.0,563754.0,60911.0,454.0
2021-1-09,Russia,3379103.0,23309.0,562913.0,61381.0,470.0
2021-1-10,Russia,3401954.0,22851.0,561228.0,61837.0,456.0
2021-1-11,Russia,3425269.0,23315.0,562321.0,62273.0,436.0
2021-1-12,Russia,3448203.0,22934.0,559969.0,62804.0,531.0
2021-1-13,Russia,3471053.0,22850.0,553595.0,63370.0,566.0
2021-1-14,Russia,3495816.0,24763.0,549832.0,63940.0,570.0
2021-1-15,Russia,3520531.0,24715.0,546356.0,64495.0,555.0
2021-1-16,Russia,3544623.0,24092.0,542547.0,65085.0,590.0
2021-1-17,Russia,3568209.0,23586.0,542212.0,65566.0,481.0
2021-1-18,Russia,3591066.0,22857.0,546265.0,66037.0,471.0
2021-1-19,Russia,3612800.0,21734.0,544151.0,66623.0,586.0
2021-1-20,Russia,3633952.0,21152.0,539416.0,67220.0,597.0
2021-1-21,Russia,3655839.0,21887.0,533789.0,67832.0,612.0
2021-1-22,Russia,3677352.0,21513.0,527404.0,68412.0,580.0
2021-1-23,Russia,3698273.0,20921.0,519987.0,68971.0,559.0
2021-1-24,Russia,3719400.0,21127.0,518178.0,69462.0,491.0
2021-1-25,Russia,3738690.0,19290.0,518009.0,69918.0,456.0
2021-1-26,Russia,3756931.0,18241.0,511888.0,70482.0,564.0
2021-1-27,Russia,3774672.0,17741.0,501113.0,71076.0,594.0
2021-1-28,Russia,3793810.0,19138.0,492901.0,71651.0,575.0
2021-1-29,Russia,3813048.0,19238.0,485401.0,72185.0,534.0
2021-1-30,Russia,3832080.0,19032.0,479419.0,72697.0,512.0
2021-1-31,Russia,3850439.0,18359.0,477253.0,73182.0,485.0
2021-2-01,Russia,3868087.0,17648.0,476295.0,73619.0,437.0
2021-2-02,Russia,3884730.0,16643.0,470027.0,74158.0,539.0
2021-2-03,Russia,3901204.0,16474.0,461153.0,74684.0,526.0
2021-2-04,Russia,3917918.0,16714.0,452800.0,75205.0,521.0
2021-2-05,Russia,3934606.0,16688.0,445379.0,75732.0,527.0
2021-2-06,Russia,3951233.0,16627.0,438678.0,76229.0,497.0
2021-2-07,Russia,3967281.0,16048.0,434410.0,76661.0,432.0
2021-2-08,Russia,3983197.0,15916.0,434038.0,77068.0,407.0
2021-2-09,Russia,3998216.0,15019.0,426732.0,77598.0,530.0
2021-2-10,Russia,4012710.0,14494.0,418115.0,78134.0,536.0
2021-2-11,Russia,4027748.0,15038.0,410639.0,78687.0,553.0
2021-2-12,Russia,4042837.0,15089.0,404501.0,79194.0,507.0
2021-2-13,Russia,4057698.0,14861.0,400095.0,79696.0,502.0
2021-2-14,Russia,4071883.0,14185.0,398656.0,80126.0,430.0
2021-2-15,Russia,4086090.0,14207.0,398534.0,80520.0,394.0
2021-2-16,Russia,4099323.0,13233.0,393681.0,80979.0,459.0
2021-2-17,Russia,4112151.0,12828.0,388123.0,81446.0,467.0
2021-2-18,Russia,4125598.0,13447.0,382360.0,81926.0,480.0
2021-2-19,Russia,4139031.0,13433.0,376686.0,82396.0,470.0
2021-2-20,Russia,4151984.0,12953.0,371675.0,82876.0,480.0
2021-2-21,Russia,4164726.0,12742.0,367988.0,83293.0,417.0
2021-2-22,Russia,4177330.0,12604.0,367312.0,83630.0,337.0
2021-2-23,Russia,4189153.0,11823.0,365762.0,84047.0,417.0
2021-2-24,Russia,4200902.0,11749.0,364910.0,84430.0,383.0
2021-2-25,Russia,4212100.0,11198.0,359560.0,84876.0,446.0
2021-2-26,Russia,4223186.0,11086.0,354496.0,85304.0,428.0
2021-2-27,Russia,4234720.0,11534.0,349571.0,85743.0,439.0
2021-2-28,Russia,4246079.0,11359.0,348160.0,86122.0,379.0
2021-3-01,Russia,4257650.0,11571.0,348121.0,86455.0,333.0
2021-3-02,Russia,4268215.0,10565.0,343279.0,86896.0,441.0
2021-3-03,Russia,4278750.0,10535.0,337668.0,87348.0,452.0
2021-3-04,Russia,4290135.0,11385.0,332455.0,87823.0,475.0
2021-3-05,Russia,4301159.0,11024.0,327553.0,88285.0,462.0
2021-3-06,Russia,4312181.0,11022.0,323107.0,88726.0,441.0
2021-3-07,Russia,4322776.0,10595.0,321758.0,89094.0,368.0
2021-3-08,Russia,4333029.0,10253.0,321310.0,89473.0,379.0
2021-3-09,Russia,4342474.0,9445.0,320488.0,89809.0,336.0
2021-3-10,Russia,4351553.0,9079.0,315751.0,90275.0,466.0
2021-3-11,Russia,4360823.0,9270.0,310556.0,90734.0,459.0
2021-3-12,Russia,4370617.0,9794.0,306368.0,91220.0,486.0
2021-3-13,Russia,4380525.0,9908.0,302933.0,91695.0,475.0
2021-3-14,Russia,4390608.0,10083.0,303209.0,92090.0,395.0
2021-3-15,Russia,4400045.0,9437.0,303975.0,92494.0,404.0
2021-3-16,Russia,4409438.0,9393.0,302281.0,92937.0,443.0
2021-3-17,Russia,4418436.0,8998.0,300097.0,93364.0,427.0
2021-3-18,Russia,4428239.0,9803.0,297379.0,93824.0,460.0
2021-3-19,Russia,4437938.0,9699.0,294298.0,94267.0,443.0
2021-3-20,Russia,4447570.0,9632.0,292259.0,94659.0,392.0
2021-3-21,Russia,4456869.0,9299.0,292444.0,95030.0,371.0
2021-3-22,Russia,4466153.0,9284.0,293577.0,95391.0,361.0
2021-3-23,Russia,4474610.0,8457.0,290747.0,95818.0,427.0
2021-3-24,Russia,4483471.0,8861.0,288852.0,96219.0,401.0
2021-3-25,Russia,4492692.0,9221.0,286799.0,96612.0,393.0
2021-3-26,Russia,4501859.0,9167.0,284681.0,97017.0,405.0
2021-3-27,Russia,4510744.0,8885.0,282842.0,97404.0,387.0
2021-3-28,Russia,4519832.0,9088.0,282964.0,97740.0,336.0
2021-3-29,Russia,4528543.0,8711.0,284102.0,98033.0,293.0
2021-3-30,Russia,4536820.0,8277.0,282382.0,98442.0,409.0
2021-3-31,Russia,4545095.0,8275.0,280073.0,98850.0,408.0
2021-4-01,Russia,4554264.0,9169.0,278612.0,99233.0,383.0
2021-4-02,Russia,4563056.0,8792.0,277172.0,99633.0,400.0
2021-4-03,Russia,4572077.0,9021.0,276191.0,100017.0,384.0
2021-4-04,Russia,4580894.0,8817.0,276439.0,100374.0,357.0
2021-4-05,Russia,4589540.0,8646.0,277690.0,100717.0,343.0
2021-4-06,Russia,4597868.0,8328.0,276727.0,101106.0,389.0
2021-4-07,Russia,4606162.0,8294.0,275202.0,101480.0,374.0
2021-4-08,Russia,4614834.0,8672.0,273951.0,101845.0,365.0
2021-4-09,Russia,4623984.0,9150.0,273037.0,102247.0,402.0
2021-4-10,Russia,4632688.0,8704.0,271760.0,102649.0,402.0
2021-4-11,Russia,4641390.0,8702.0,272895.0,102986.0,337.0
2021-4-12,Russia,4649710.0,8320.0,274282.0,103263.0,277.0
2021-4-13,Russia,4657883.0,8173.0,272506.0,103601.0,338.0
2021-4-14,Russia,4666209.0,8326.0,270986.0,104000.0,399.0
2021-4-15,Russia,4675153.0,8944.0,269307.0,104398.0,398.0
2021-4-16,Russia,4684148.0,8995.0,268796.0,104795.0,397.0
2021-4-17,Russia,4693469.0,9321.0,268887.0,105193.0,398.0
2021-4-18,Russia,4702101.0,8632.0,269739.0,105582.0,389.0
2021-4-19,Russia,4710690.0,8589.0,271164.0,105928.0,346.0
2021-4-20,Russia,4718854.0,8164.0,269318.0,106307.0,379.0
2021-4-21,Russia,4727125.0,8271.0,267546.0,106706.0,399.0
2021-4-22,Russia,4736121.0,8996.0,267211.0,107103.0,397.0
2021-4-23,Russia,4744961.0,8840.0,266246.0,107501.0,398.0
2021-4-24,Russia,4753789.0,8828.0,265421.0,107900.0,399.0
2021-4-25,Russia,4762569.0,8780.0,266329.0,108232.0,332.0
2021-4-26,Russia,4771372.0,8803.0,268145.0,108588.0,356.0
2021-4-27,Russia,4779425.0,8053.0,267767.0,108980.0,392.0
2021-4-28,Russia,4787273.0,7848.0,266808.0,109367.0,387.0
2021-4-29,Russia,4796557.0,9284.0,267286.0,109731.0,364.0
2021-4-30,Russia,4805288.0,8731.0,267214.0,110128.0,397.0
2021-5-01,Russia,4814558.0,9270.0,267455.0,110520.0,392.0
2021-5-02,Russia,4823255.0,8697.0,268471.0,110862.0,342.0
2021-5-03,Russia,4831744.0,8489.0,270257.0,111198.0,336.0
2021-5-04,Russia,4839514.0,7770.0,270935.0,111535.0,337.0
2021-5-05,Russia,4847489.0,7975.0,271044.0,111895.0,360.0
2021-5-06,Russia,4855128.0,7639.0,270544.0,112246.0,351.0
2021-5-07,Russia,4863514.0,8386.0,270532.0,112622.0,376.0
2021-5-08,Russia,4871843.0,8329.0,270236.0,112992.0,370.0
2021-5-09,Russia,4880262.0,8419.0,270804.0,113326.0,334.0
2021-5-10,Russia,4888727.0,8465.0,272174.0,113647.0,321.0
2021-5-11,Russia,4896842.0,8115.0,272951.0,113976.0,329.0
2021-5-12,Russia,4905059.0,8217.0,272199.0,114331.0,355.0
2021-5-13,Russia,4913439.0,8380.0,270838.0,114723.0,392.0
2021-5-14,Russia,4922901.0,9462.0,270151.0,115116.0,393.0
2021-5-15,Russia,4931691.0,8790.0,268711.0,115480.0,364.0
2021-5-16,Russia,4940245.0,8554.0,268301.0,115871.0,391.0
2021-5-17,Russia,4949573.0,9328.0,270108.0,116211.0,340.0
2021-5-18,Russia,4957756.0,8183.0,268955.0,116575.0,364.0
2021-5-19,Russia,4965676.0,7920.0,266924.0,116965.0,390.0
2021-5-20,Russia,4974908.0,9232.0,265777.0,117361.0,396.0
2021-5-21,Russia,4983845.0,8937.0,264986.0,117739.0,378.0
2021-5-22,Russia,4992554.0,8709.0,263964.0,118125.0,386.0
2021-5-23,Russia,5001505.0,8951.0,265261.0,118482.0,357.0
2020-2-15,Brazil,0.0,0.0,0.0,0.0,0.0
2020-2-16,Brazil,0.0,0.0,0.0,0.0,0.0
2020-2-17,Brazil,0.0,0.0,0.0,0.0,0.0
2020-2-18,Brazil,0.0,0.0,0.0,0.0,0.0
2020-2-19,Brazil,0.0,0.0,0.0,0.0,0.0
2020-2-20,Brazil,0.0,0.0,0.0,0.0,0.0
2020-2-21,Brazil,0.0,0.0,0.0,0.0,0.0
2020-2-22,Brazil,0.0,0.0,0.0,0.0,0.0
2020-2-23,Brazil,0.0,0.0,0.0,0.0,0.0
2020-2-24,Brazil,0.0,0.0,0.0,0.0,0.0
2020-2-25,Brazil,1.0,1.0,1.0,0.0,0.0
2020-2-26,Brazil,1.0,0.0,1.0,0.0,0.0
2020-2-27,Brazil,1.0,0.0,1.0,0.0,0.0
2020-2-28,Brazil,1.0,0.0,1.0,0.0,0.0
2020-2-29,Brazil,2.0,1.0,2.0,0.0,0.0
2020-3-01,Brazil,2.0,0.0,2.0,0.0,0.0
2020-3-02,Brazil,2.0,0.0,2.0,0.0,0.0
2020-3-03,Brazil,2.0,0.0,2.0,0.0,0.0
2020-3-04,Brazil,3.0,1.0,3.0,0.0,0.0
2020-3-05,Brazil,8.0,5.0,8.0,0.0,0.0
2020-3-06,Brazil,13.0,5.0,13.0,0.0,0.0
2020-3-07,Brazil,19.0,6.0,19.0,0.0,0.0
2020-3-08,Brazil,25.0,6.0,25.0,0.0,0.0
2020-3-09,Brazil,25.0,0.0,25.0,0.0,0.0
2020-3-10,Brazil,34.0,9.0,34.0,0.0,0.0
2020-3-11,Brazil,52.0,18.0,52.0,0.0,0.0
2020-3-12,Brazil,77.0,25.0,77.0,0.0,0.0
2020-3-13,Brazil,151.0,74.0,150.0,0.0,0.0
2020-3-14,Brazil,151.0,0.0,150.0,0.0,0.0
2020-3-15,Brazil,200.0,49.0,198.0,0.0,0.0
2020-3-16,Brazil,234.0,34.0,232.0,0.0,0.0
2020-3-17,Brazil,346.0,112.0,343.0,1.0,1.0
2020-3-18,Brazil,529.0,183.0,523.0,4.0,3.0
2020-3-19,Brazil,640.0,111.0,631.0,7.0,3.0
2020-3-20,Brazil,970.0,330.0,957.0,11.0,4.0
2020-3-21,Brazil,1178.0,208.0,1158.0,18.0,7.0
2020-3-22,Brazil,1546.0,368.0,1519.0,25.0,7.0
2020-3-23,Brazil,1924.0,378.0,1888.0,34.0,9.0
2020-3-24,Brazil,2247.0,323.0,2199.0,46.0,12.0
2020-3-25,Brazil,2554.0,307.0,2493.0,59.0,13.0
2020-3-26,Brazil,2985.0,431.0,2902.0,77.0,18.0
2020-3-27,Brazil,3417.0,432.0,3319.0,92.0,15.0
2020-3-28,Brazil,3904.0,487.0,3784.0,114.0,22.0
2020-3-29,Brazil,4256.0,352.0,4114.0,136.0,22.0
2020-3-30,Brazil,4630.0,374.0,4347.0,163.0,27.0
2020-3-31,Brazil,5717.0,1087.0,5389.0,201.0,38.0
2020-4-01,Brazil,6880.0,1163.0,6511.0,242.0,41.0
2020-4-02,Brazil,8044.0,1164.0,7593.0,324.0,82.0
2020-4-03,Brazil,9194.0,1150.0,8704.0,363.0,39.0
2020-4-04,Brazil,10360.0,1166.0,9788.0,445.0,82.0
2020-4-05,Brazil,11254.0,894.0,10641.0,486.0,41.0
2020-4-06,Brazil,12183.0,929.0,11492.0,564.0,78.0
2020-4-07,Brazil,14034.0,1851.0,13221.0,686.0,122.0
2020-4-08,Brazil,16188.0,2154.0,15241.0,820.0,134.0
2020-4-09,Brazil,18145.0,1957.0,17018.0,954.0,134.0
2020-4-10,Brazil,19789.0,1644.0,18548.0,1068.0,114.0
2020-4-11,Brazil,20962.0,1173.0,19649.0,1140.0,72.0
2020-4-12,Brazil,22192.0,1230.0,20796.0,1223.0,83.0
2020-4-13,Brazil,23430.0,1238.0,21929.0,1328.0,105.0
2020-4-14,Brazil,25262.0,1832.0,9704.0,1532.0,204.0
2020-4-15,Brazil,28610.0,3348.0,12827.0,1757.0,225.0
2020-4-16,Brazil,30683.0,2073.0,14710.0,1947.0,190.0
2020-4-17,Brazil,33682.0,2999.0,17515.0,2141.0,194.0
2020-4-18,Brazil,36722.0,3040.0,20335.0,2361.0,220.0
2020-4-19,Brazil,38654.0,1932.0,14062.0,2462.0,101.0
2020-4-20,Brazil,40743.0,2089.0,16026.0,2587.0,125.0
2020-4-21,Brazil,43079.0,2336.0,16013.0,2741.0,154.0
2020-4-22,Brazil,45757.0,2678.0,17533.0,2906.0,165.0
2020-4-23,Brazil,49492.0,3735.0,19606.0,3313.0,407.0
2020-4-24,Brazil,52995.0,3503.0,21670.0,3670.0,357.0
2020-4-25,Brazil,59196.0,6201.0,25991.0,4045.0,375.0
2020-4-26,Brazil,62859.0,3663.0,28436.0,4271.0,226.0
2020-4-27,Brazil,66501.0,3642.0,30816.0,4543.0,272.0
2020-4-28,Brazil,72899.0,6398.0,35292.0,5063.0,520.0
2020-4-29,Brazil,79361.0,6462.0,39718.0,5511.0,448.0
2020-4-30,Brazil,85380.0,6019.0,43544.0,5901.0,390.0
2020-5-01,Brazil,92109.0,6729.0,47660.0,6410.0,509.0
2020-5-02,Brazil,96559.0,4450.0,48872.0,6750.0,340.0
2020-5-03,Brazil,101147.0,4588.0,51131.0,7025.0,275.0
2020-5-04,Brazil,108266.0,7119.0,55108.0,7343.0,318.0
2020-5-05,Brazil,114715.0,6449.0,58573.0,7921.0,578.0
2020-5-06,Brazil,126611.0,11896.0,66653.0,8588.0,667.0
2020-5-07,Brazil,135693.0,9082.0,71155.0,9188.0,600.0
2020-5-08,Brazil,145892.0,10199.0,76603.0,9992.0,804.0
2020-5-09,Brazil,156061.0,10169.0,83720.0,10656.0,664.0
2020-5-10,Brazil,162699.0,6638.0,86619.0,11123.0,467.0
2020-5-11,Brazil,169143.0,6444.0,90134.0,11625.0,502.0
2020-5-12,Brazil,177602.0,8459.0,92601.0,12404.0,779.0
2020-5-13,Brazil,189157.0,11555.0,97575.0,13158.0,754.0
2020-5-14,Brazil,202918.0,13761.0,109446.0,13993.0,835.0
2020-5-15,Brazil,218223.0,15305.0,118436.0,14817.0,824.0
2020-5-16,Brazil,233142.0,14919.0,127837.0,15633.0,816.0
2020-5-17,Brazil,241080.0,7938.0,130840.0,16118.0,485.0
2020-5-18,Brazil,255368.0,14288.0,138056.0,16853.0,735.0
2020-5-19,Brazil,271885.0,16517.0,147108.0,17983.0,1130.0
2020-5-20,Brazil,293357.0,21472.0,157780.0,18894.0,911.0
2020-5-21,Brazil,310921.0,17564.0,164879.0,20082.0,1188.0
2020-5-22,Brazil,330890.0,19969.0,174412.0,21048.0,966.0
2020-5-23,Brazil,347398.0,16508.0,182798.0,22013.0,965.0
2020-5-24,Brazil,363618.0,16220.0,190991.0,22716.0,703.0
2020-5-25,Brazil,376669.0,13051.0,199314.0,23522.0,806.0
2020-5-26,Brazil,392360.0,15691.0,209218.0,24549.0,1027.0
2020-5-27,Brazil,414661.0,22301.0,222317.0,25697.0,1148.0
2020-5-28,Brazil,438812.0,24151.0,218867.0,26764.0,1067.0
2020-5-29,Brazil,468338.0,29526.0,247213.0,27944.0,1180.0
2020-5-30,Brazil,498440.0,30102.0,264235.0,28834.0,890.0
2020-5-31,Brazil,514849.0,16409.0,278980.0,29314.0,480.0
2020-6-01,Brazil,529405.0,14556.0,288279.0,30046.0,732.0
2020-6-02,Brazil,556668.0,27263.0,284763.0,31278.0,1232.0
2020-6-03,Brazil,583980.0,27312.0,285301.0,32547.0,1269.0
2020-6-04,Brazil,615870.0,31890.0,306834.0,34039.0,1492.0
2020-6-05,Brazil,646006.0,30136.0,322307.0,35047.0,1008.0
2020-6-06,Brazil,673587.0,27581.0,335546.0,35957.0,910.0
2020-6-07,Brazil,691962.0,18375.0,353379.0,36499.0,542.0
2020-6-08,Brazil,710887.0,18925.0,347973.0,37312.0,813.0
2020-6-09,Brazil,742084.0,31197.0,377985.0,38497.0,1185.0
2020-6-10,Brazil,775184.0,33100.0,355087.0,39797.0,1300.0
2020-6-11,Brazil,805649.0,30465.0,367899.0,41058.0,1261.0
2020-6-12,Brazil,829902.0,24253.0,391309.0,41901.0,843.0
2020-6-13,Brazil,850796.0,20894.0,380395.0,42791.0,890.0
2020-6-14,Brazil,867882.0,17086.0,386981.0,43389.0,598.0
2020-6-15,Brazil,891556.0,23674.0,393870.0,44118.0,729.0
2020-6-16,Brazil,928834.0,37278.0,418604.0,45456.0,1338.0
2020-6-17,Brazil,960309.0,31475.0,410137.0,46665.0,1209.0
2020-6-18,Brazil,983359.0,23050.0,431983.0,47869.0,1204.0
2020-6-19,Brazil,1038568.0,55209.0,469118.0,49090.0,1221.0
2020-6-20,Brazil,1070139.0,31571.0,476895.0,50058.0,968.0
2020-6-21,Brazil,1086990.0,16851.0,457105.0,50659.0,601.0
2020-6-22,Brazil,1111348.0,24358.0,480715.0,51407.0,748.0
2020-6-23,Brazil,1151479.0,40131.0,485363.0,52771.0,1364.0
2020-6-24,Brazil,1192474.0,40995.0,488692.0,53874.0,1103.0
2020-6-25,Brazil,1233147.0,40673.0,528185.0,55054.0,1180.0
2020-6-26,Brazil,1280054.0,46907.0,526419.0,56109.0,1055.0
2020-6-27,Brazil,1315941.0,35887.0,542933.0,57103.0,994.0
2020-6-28,Brazil,1345254.0,29313.0,553748.0,57658.0,555.0
2020-6-29,Brazil,1370488.0,25234.0,554641.0,58385.0,727.0
2020-6-30,Brazil,1408485.0,37997.0,558789.0,59656.0,1271.0
2020-7-01,Brazil,1453369.0,44884.0,565790.0,60713.0,1057.0
2020-7-02,Brazil,1501353.0,47984.0,523216.0,61990.0,1277.0
2020-7-03,Brazil,1543341.0,41988.0,534172.0,63254.0,1264.0
2020-7-04,Brazil,1578376.0,35035.0,535396.0,64365.0,1111.0
2020-7-05,Brazil,1604585.0,26209.0,561070.0,64900.0,535.0
2020-7-06,Brazil,1626071.0,21486.0,581900.0,65556.0,656.0
2020-7-07,Brazil,1674655.0,48584.0,535558.0,66868.0,1312.0
2020-7-08,Brazil,1716196.0,41541.0,530219.0,68055.0,1187.0
2020-7-09,Brazil,1759103.0,42907.0,537382.0,69254.0,1199.0
2020-7-10,Brazil,1804338.0,45235.0,548218.0,70524.0,1270.0
2020-7-11,Brazil,1840812.0,36474.0,555808.0,71492.0,968.0
2020-7-12,Brazil,1866176.0,25364.0,580513.0,72151.0,659.0
2020-7-13,Brazil,1887959.0,21783.0,601526.0,72921.0,770.0
2020-7-14,Brazil,1931204.0,43245.0,643430.0,74262.0,1341.0
2020-7-15,Brazil,1970909.0,39705.0,639822.0,75523.0,1261.0
