Date,Country,CumulativeTotalCases,DailyNewCases,ActiveCases,CumulativeTotalDeaths,DailyNewDeaths
2020-7-16,Brazil,2014738.0,43829.0,571141.0,76822.0,1299.0
2020-7-17,Brazil,2048697.0,33959.0,603990.0,77932.0,1110.0
2020-7-18,Brazil,2075246.0,26549.0,629654.0,78817.0,885.0
2020-7-19,Brazil,2099896.0,24650.0,649134.0,79533.0,716.0
2020-7-20,Brazil,2121645.0,21749.0,632192.0,80251.0,718.0
2020-7-21,Brazil,2166532.0,44887.0,618965.0,81597.0,1346.0
2020-7-22,Brazil,2231871.0,65339.0,616843.0,82890.0,1293.0
2020-7-23,Brazil,2289951.0,58080.0,635507.0,84207.0,1317.0
2020-7-24,Brazil,2348200.0,58249.0,670534.0,85385.0,1178.0
2020-7-25,Brazil,2396434.0,48234.0,692458.0,86496.0,1111.0
2020-7-26,Brazil,2419901.0,23467.0,698575.0,87052.0,556.0
2020-7-27,Brazil,2443480.0,23579.0,688134.0,87679.0,627.0
2020-7-28,Brazil,2484649.0,41169.0,674455.0,88634.0,955.0
2020-7-29,Brazil,2555518.0,70869.0,677911.0,90188.0,1554.0
2020-7-30,Brazil,2613789.0,58271.0,698317.0,91377.0,1189.0
2020-7-31,Brazil,2666298.0,52509.0,689679.0,92568.0,1191.0
2020-8-01,Brazil,2708876.0,42578.0,731209.0,93616.0,1048.0
2020-8-02,Brazil,2733677.0,24801.0,755496.0,94130.0,514.0
2020-8-03,Brazil,2751665.0,17988.0,744644.0,94702.0,572.0
2020-8-04,Brazil,2808076.0,56411.0,741213.0,96096.0,1394.0
2020-8-05,Brazil,2862761.0,54685.0,744706.0,97418.0,1322.0
2020-8-06,Brazil,2917562.0,54801.0,771258.0,98644.0,1226.0
2020-8-07,Brazil,2967064.0,49502.0,798968.0,99702.0,1058.0
2020-8-08,Brazil,3013369.0,46305.0,818533.0,100543.0,841.0
2020-8-09,Brazil,3035582.0,22213.0,815986.0,101136.0,593.0
2020-8-10,Brazil,3057470.0,21888.0,791801.0,101857.0,721.0
2020-8-11,Brazil,3112393.0,54923.0,766170.0,103099.0,1242.0
2020-8-12,Brazil,3170474.0,58081.0,756734.0,104263.0,1164.0
2020-8-13,Brazil,3229621.0,59147.0,767417.0,105564.0,1301.0
2020-8-14,Brazil,3278895.0,49274.0,788022.0,106571.0,1007.0
2020-8-15,Brazil,3317832.0,38937.0,806263.0,107297.0,726.0
2020-8-16,Brazil,3340197.0,22365.0,799862.0,107879.0,582.0
2020-8-17,Brazil,3363235.0,23038.0,776087.0,108654.0,775.0
2020-8-18,Brazil,3411872.0,48637.0,747674.0,110019.0,1365.0
2020-8-19,Brazil,3460413.0,48541.0,733970.0,111189.0,1170.0
2020-8-20,Brazil,3505097.0,44684.0,739267.0,112423.0,1234.0
2020-8-21,Brazil,3536488.0,31391.0,752279.0,113454.0,1031.0
2020-8-22,Brazil,3582698.0,46210.0,758783.0,114277.0,823.0
2020-8-23,Brazil,3605783.0,23085.0,781373.0,114772.0,495.0
2020-8-24,Brazil,3627217.0,21434.0,733057.0,115451.0,679.0
2020-8-25,Brazil,3674176.0,46959.0,709115.0,116666.0,1215.0
2020-8-26,Brazil,3722004.0,47828.0,695400.0,117756.0,1090.0
2020-8-27,Brazil,3764493.0,42489.0,698517.0,118726.0,970.0
2020-8-28,Brazil,3812605.0,48112.0,716215.0,119594.0,868.0
2020-8-29,Brazil,3846965.0,34360.0,719655.0,120498.0,904.0
2020-8-30,Brazil,3862311.0,15346.0,709856.0,120896.0,398.0
2020-8-31,Brazil,3910901.0,48590.0,691652.0,121515.0,619.0
2020-9-01,Brazil,3952790.0,41889.0,671013.0,122681.0,1166.0
2020-9-02,Brazil,4001422.0,48632.0,667118.0,123899.0,1218.0
2020-9-03,Brazil,4046150.0,44728.0,673811.0,124729.0,830.0
2020-9-04,Brazil,4091801.0,45651.0,687974.0,125584.0,855.0
2020-9-05,Brazil,4123000.0,31199.0,700068.0,126230.0,646.0
2020-9-06,Brazil,4137606.0,14606.0,693693.0,126686.0,456.0
2020-9-07,Brazil,4147794.0,10188.0,665229.0,127001.0,315.0
2020-9-08,Brazil,4165124.0,17330.0,640373.0,127517.0,516.0
2020-9-09,Brazil,4199332.0,34208.0,617343.0,128653.0,1136.0
2020-9-10,Brazil,4239763.0,40431.0,612851.0,129575.0,922.0
2020-9-11,Brazil,4283978.0,44215.0,622849.0,130474.0,899.0
2020-9-12,Brazil,4315858.0,31880.0,631163.0,131274.0,800.0
2020-9-13,Brazil,4330455.0,14597.0,624834.0,131663.0,389.0
2020-9-14,Brazil,4349544.0,19089.0,604243.0,132117.0,454.0
2020-9-15,Brazil,4384299.0,34755.0,579964.0,133207.0,1090.0
2020-9-16,Brazil,4421686.0,37387.0,567200.0,134174.0,967.0
2020-9-17,Brazil,4457443.0,35757.0,569330.0,135031.0,857.0
2020-9-18,Brazil,4497434.0,39991.0,572438.0,135857.0,826.0
2020-9-19,Brazil,4528347.0,30913.0,571687.0,136565.0,708.0
2020-9-20,Brazil,4544629.0,16282.0,556507.0,136895.0,330.0
2020-9-21,Brazil,4560083.0,15454.0,535534.0,137350.0,455.0
2020-9-22,Brazil,4595335.0,35252.0,511549.0,138159.0,809.0
2020-9-23,Brazil,4627780.0,32445.0,495829.0,139065.0,906.0
2020-9-24,Brazil,4659909.0,32129.0,496237.0,139883.0,818.0
2020-9-25,Brazil,4692579.0,32670.0,510921.0,140709.0,826.0
2020-9-26,Brazil,4718115.0,25536.0,525837.0,141441.0,732.0
2020-9-27,Brazil,4732309.0,14194.0,530445.0,141776.0,335.0
2020-9-28,Brazil,4748327.0,16018.0,521984.0,142161.0,385.0
2020-9-29,Brazil,4780317.0,31990.0,502219.0,143010.0,849.0
2020-9-30,Brazil,4813586.0,33269.0,489248.0,143962.0,952.0
2020-10-01,Brazil,4849229.0,35643.0,491690.0,144767.0,805.0
2020-10-02,Brazil,4882231.0,33002.0,504207.0,145431.0,664.0
2020-10-03,Brazil,4906833.0,24602.0,512248.0,146011.0,580.0
2020-10-04,Brazil,4915289.0,8456.0,505706.0,146375.0,364.0
2020-10-05,Brazil,4940499.0,25210.0,498424.0,146773.0,398.0
2020-10-06,Brazil,4970953.0,30454.0,470511.0,147571.0,798.0
2020-10-07,Brazil,5002357.0,31404.0,462629.0,148304.0,733.0
2020-10-08,Brazil,5029539.0,27182.0,465941.0,149034.0,730.0
2020-10-09,Brazil,5057190.0,27651.0,473903.0,149692.0,658.0
2020-10-10,Brazil,5091840.0,34650.0,487882.0,150236.0,544.0
2020-10-11,Brazil,5094979.0,3139.0,474308.0,150506.0,270.0
2020-10-12,Brazil,5103408.0,8429.0,457430.0,150709.0,203.0
2020-10-13,Brazil,5114823.0,11415.0,436785.0,151063.0,354.0
2020-10-14,Brazil,5141498.0,26675.0,420906.0,151779.0,716.0
2020-10-15,Brazil,5170996.0,29498.0,419037.0,152513.0,734.0
2020-10-16,Brazil,5201570.0,30574.0,428781.0,153229.0,716.0
2020-10-17,Brazil,5224362.0,22792.0,435357.0,153690.0,461.0
2020-10-18,Brazil,5235344.0,10982.0,431409.0,153905.0,215.0
2020-10-19,Brazil,5251127.0,15783.0,415242.0,154226.0,321.0
2020-10-20,Brazil,5274817.0,23690.0,398336.0,154888.0,662.0
2020-10-21,Brazil,5300649.0,25832.0,388701.0,155459.0,571.0
2020-10-22,Brazil,5332634.0,31985.0,391375.0,155962.0,503.0
2020-10-23,Brazil,5355650.0,23016.0,401250.0,156528.0,566.0
2020-10-24,Brazil,5381224.0,25574.0,406400.0,156926.0,398.0
2020-10-25,Brazil,5394128.0,12904.0,401050.0,157163.0,237.0
2020-10-26,Brazil,5411550.0,17422.0,388169.0,157451.0,288.0
2020-10-27,Brazil,5440903.0,29353.0,378876.0,157981.0,530.0
2020-10-28,Brazil,5469755.0,28852.0,376739.0,158468.0,487.0
2020-10-29,Brazil,5496402.0,26647.0,383210.0,159033.0,565.0
2020-10-30,Brazil,5519528.0,23126.0,393702.0,159562.0,529.0
2020-10-31,Brazil,5535605.0,16077.0,402805.0,159902.0,340.0
2020-11-01,Brazil,5545705.0,10100.0,404659.0,160104.0,202.0
2020-11-02,Brazil,5554206.0,8501.0,412992.0,160272.0,168.0
2020-11-03,Brazil,5567126.0,12920.0,378362.0,160548.0,276.0
2020-11-04,Brazil,5590941.0,23815.0,365427.0,161170.0,622.0
2020-11-05,Brazil,5614258.0,23317.0,388135.0,161779.0,609.0
2020-11-06,Brazil,5632505.0,18247.0,406126.0,162035.0,256.0
2020-11-07,Brazil,5653561.0,21056.0,426931.0,162286.0,251.0
2020-11-08,Brazil,5664115.0,10554.0,437374.0,162397.0,111.0
2020-11-09,Brazil,5675766.0,11651.0,448784.0,162638.0,241.0
2020-11-10,Brazil,5701283.0,25517.0,474097.0,162842.0,204.0
2020-11-11,Brazil,5749007.0,47724.0,521257.0,163406.0,564.0
2020-11-12,Brazil,5783647.0,34640.0,362548.0,164332.0,926.0
2020-11-13,Brazil,5819496.0,35849.0,386983.0,164946.0,614.0
2020-11-14,Brazil,5848959.0,29463.0,391775.0,165673.0,727.0
2020-11-15,Brazil,5863093.0,14134.0,405771.0,165811.0,138.0
2020-11-16,Brazil,5876740.0,13647.0,388267.0,166067.0,256.0
2020-11-17,Brazil,5911758.0,35018.0,383423.0,166743.0,676.0
2020-11-18,Brazil,5947403.0,35645.0,390043.0,167497.0,754.0
2020-11-19,Brazil,5983089.0,35686.0,407450.0,168141.0,644.0
2020-11-20,Brazil,6020164.0,37075.0,429400.0,168662.0,521.0
2020-11-21,Brazil,6052786.0,32622.0,454612.0,169016.0,354.0
2020-11-22,Brazil,6071401.0,18615.0,469699.0,169197.0,181.0
2020-11-23,Brazil,6088004.0,16603.0,473368.0,169541.0,344.0
2020-11-24,Brazil,6121449.0,33445.0,475252.0,170179.0,638.0
2020-11-25,Brazil,6166898.0,45449.0,483252.0,170799.0,620.0
2020-11-26,Brazil,6204570.0,37672.0,504474.0,171497.0,698.0
2020-11-27,Brazil,6238350.0,33780.0,529828.0,171998.0,501.0
2020-11-28,Brazil,6290272.0,51922.0,555096.0,172637.0,639.0
2020-11-29,Brazil,6314740.0,24468.0,563774.0,172848.0,211.0
2020-11-30,Brazil,6336278.0,21538.0,561309.0,173165.0,317.0
2020-12-01,Brazil,6388526.0,52248.0,558166.0,173862.0,697.0
2020-12-02,Brazil,6436650.0,48124.0,563766.0,174531.0,669.0
2020-12-03,Brazil,6487516.0,50866.0,587199.0,175307.0,776.0
2020-12-04,Brazil,6534951.0,47435.0,614601.0,175981.0,674.0
2020-12-05,Brazil,6577177.0,42226.0,639173.0,176641.0,660.0
2020-12-06,Brazil,6603540.0,26363.0,650396.0,176962.0,321.0
2020-12-07,Brazil,6628065.0,24525.0,649610.0,177388.0,426.0
2020-12-08,Brazil,6675915.0,47850.0,643022.0,178184.0,796.0
2020-12-09,Brazil,6730118.0,54203.0,649575.0,179032.0,848.0
2020-12-10,Brazil,6783543.0,53425.0,671965.0,179801.0,769.0
2020-12-11,Brazil,6836313.0,52770.0,701115.0,180453.0,652.0
2020-12-12,Brazil,6880595.0,44282.0,729746.0,181143.0,690.0
2020-12-13,Brazil,6901990.0,21395.0,737618.0,181419.0,276.0
2020-12-14,Brazil,6929409.0,27419.0,731379.0,181945.0,526.0
2020-12-15,Brazil,6974258.0,44849.0,723542.0,182854.0,909.0
2020-12-16,Brazil,7042695.0,68437.0,726190.0,183822.0,968.0
2020-12-17,Brazil,7111527.0,68832.0,748949.0,184876.0,1054.0
2020-12-18,Brazil,7163912.0,52385.0,780040.0,185687.0,811.0
2020-12-19,Brazil,7213155.0,49243.0,804035.0,186356.0,669.0
2020-12-20,Brazil,7238600.0,25445.0,806026.0,186773.0,417.0
2020-12-21,Brazil,7264221.0,25621.0,789919.0,187322.0,549.0
2020-12-22,Brazil,7320020.0,55799.0,776763.0,188285.0,963.0
2020-12-23,Brazil,7366677.0,46657.0,772057.0,189264.0,979.0
2020-12-24,Brazil,7425593.0,58916.0,785739.0,190032.0,768.0
2020-12-25,Brazil,7448560.0,22967.0,798710.0,190515.0,483.0
2020-12-26,Brazil,7465806.0,17246.0,799525.0,190815.0,300.0
2020-12-27,Brazil,7484285.0,18479.0,777769.0,191146.0,331.0
2020-12-28,Brazil,7506890.0,22605.0,746351.0,191641.0,495.0
2020-12-29,Brazil,7564117.0,57227.0,723863.0,192716.0,1075.0
2020-12-30,Brazil,7619970.0,55853.0,718249.0,193940.0,1224.0
2020-12-31,Brazil,7675973.0,56003.0,733932.0,194976.0,1036.0
2021-1-01,Brazil,7700578.0,24605.0,748853.0,195441.0,465.0
2021-1-02,Brazil,7716405.0,15827.0,751243.0,195742.0,301.0
2021-1-03,Brazil,7733746.0,17341.0,724720.0,196018.0,276.0
2021-1-04,Brazil,7754560.0,20814.0,682739.0,196591.0,573.0
2021-1-05,Brazil,7812007.0,57447.0,650823.0,197777.0,1186.0
2021-1-06,Brazil,7874539.0,62532.0,638966.0,199043.0,1266.0
2021-1-07,Brazil,7961673.0,87134.0,664244.0,200498.0,1455.0
2021-1-08,Brazil,8015920.0,54247.0,699904.0,201542.0,1044.0
2021-1-09,Brazil,8075998.0,60078.0,729330.0,202657.0,1115.0
2021-1-10,Brazil,8105790.0,29792.0,734999.0,203140.0,483.0
2021-1-11,Brazil,8133833.0,28043.0,722733.0,203617.0,477.0
2021-1-12,Brazil,8195637.0,61804.0,717204.0,204726.0,1109.0
2021-1-13,Brazil,8257459.0,61822.0,774255.0,206009.0,1283.0
2021-1-14,Brazil,8326115.0,68656.0,779252.0,207160.0,1151.0
2021-1-15,Brazil,8394253.0,68138.0,824583.0,208291.0,1131.0
2021-1-16,Brazil,8456705.0,62452.0,858571.0,209350.0,1059.0
2021-1-17,Brazil,8488099.0,31394.0,866577.0,209868.0,518.0
2021-1-18,Brazil,8512238.0,24139.0,849863.0,210328.0,460.0
2021-1-19,Brazil,8575742.0,63504.0,845385.0,211511.0,1183.0
2021-1-20,Brazil,8639868.0,64126.0,862353.0,212893.0,1382.0
2021-1-21,Brazil,8699814.0,59946.0,904845.0,214228.0,1335.0
2021-1-22,Brazil,8755133.0,55319.0,945063.0,215299.0,1071.0
2021-1-23,Brazil,8816254.0,61121.0,971341.0,216475.0,1176.0
2021-1-24,Brazil,8844600.0,28346.0,973749.0,217081.0,606.0
2021-1-25,Brazil,8872964.0,28364.0,945650.0,217712.0,631.0
2021-1-26,Brazil,8936590.0,63626.0,919017.0,218918.0,1206.0
2021-1-27,Brazil,9000485.0,63895.0,981593.0,220237.0,1319.0
2021-1-28,Brazil,9060786.0,60301.0,915316.0,221676.0,1439.0
2021-1-29,Brazil,9119477.0,58691.0,936059.0,222775.0,1099.0
2021-1-30,Brazil,9176975.0,57498.0,954758.0,223971.0,1196.0
2021-1-31,Brazil,9204731.0,27756.0,953155.0,224534.0,563.0
2021-2-01,Brazil,9230016.0,25285.0,926906.0,225143.0,609.0
2021-2-02,Brazil,9286256.0,56240.0,898944.0,226383.0,1240.0
2021-2-03,Brazil,9339921.0,53665.0,875465.0,227592.0,1209.0
2021-2-04,Brazil,9397769.0,57848.0,877123.0,228883.0,1291.0
2021-2-05,Brazil,9449088.0,51319.0,892163.0,230127.0,1244.0
2021-2-06,Brazil,9497795.0,48707.0,903049.0,231069.0,942.0
2021-2-07,Brazil,9524640.0,26845.0,895892.0,231561.0,492.0
2021-2-08,Brazil,9550301.0,25661.0,870408.0,232248.0,687.0
2021-2-09,Brazil,9602034.0,51733.0,844984.0,233588.0,1340.0
2021-2-10,Brazil,9662305.0,60271.0,831230.0,234945.0,1357.0
2021-2-11,Brazil,9716298.0,53993.0,836208.0,236397.0,1452.0
2021-2-12,Brazil,9765694.0,49396.0,849766.0,237601.0,1204.0
2021-2-13,Brazil,9811255.0,45561.0,861768.0,238647.0,1046.0
2021-2-14,Brazil,9834513.0,23258.0,849795.0,239294.0,647.0
2021-2-15,Brazil,9866710.0,32197.0,821576.0,239895.0,601.0
2021-2-16,Brazil,9921981.0,55271.0,797807.0,240983.0,1088.0
2021-2-17,Brazil,9979276.0,57295.0,786648.0,242178.0,1195.0
2021-2-18,Brazil,10030626.0,51350.0,791770.0,243610.0,1432.0
2021-2-19,Brazil,10081693.0,51067.0,807579.0,244955.0,1345.0
2021-2-20,Brazil,10139148.0,57455.0,825203.0,246006.0,1051.0
2021-2-21,Brazil,10168174.0,29026.0,826131.0,246560.0,554.0
2021-2-22,Brazil,10197531.0,29357.0,811040.0,247276.0,716.0
2021-2-23,Brazil,10260621.0,63090.0,796811.0,248646.0,1370.0
2021-2-24,Brazil,10326008.0,65387.0,794911.0,250079.0,1433.0
2021-2-25,Brazil,10393886.0,67878.0,818529.0,251661.0,1582.0
2021-2-26,Brazil,10457794.0,63908.0,848832.0,252988.0,1327.0
2021-2-27,Brazil,10517232.0,59438.0,876529.0,254263.0,1275.0
2021-2-28,Brazil,10551259.0,34027.0,885208.0,255018.0,755.0
2021-3-01,Brazil,10589608.0,38349.0,876672.0,255836.0,818.0
2021-3-02,Brazil,10647845.0,58237.0,863110.0,257562.0,1726.0
2021-3-03,Brazil,10722221.0,74376.0,871229.0,259402.0,1840.0
2021-3-04,Brazil,10796506.0,74285.0,898298.0,261188.0,1786.0
2021-3-05,Brazil,10871843.0,75337.0,937485.0,262948.0,1760.0
2021-3-06,Brazil,10939320.0,67477.0,970523.0,264446.0,1498.0
2021-3-07,Brazil,11019344.0,80024.0,996666.0,265500.0,1054.0
2021-3-08,Brazil,11055480.0,36136.0,1006546.0,266614.0,1114.0
2021-3-09,Brazil,11125017.0,69537.0,1013231.0,268568.0,1954.0
2021-3-10,Brazil,11205972.0,80955.0,1021316.0,270917.0,2349.0
2021-3-11,Brazil,11284269.0,78297.0,1052579.0,273124.0,2207.0
2021-3-12,Brazil,11368316.0,84047.0,1092060.0,275276.0,2152.0
2021-3-13,Brazil,11439250.0,70934.0,1125087.0,277216.0,1940.0
2021-3-14,Brazil,11483370.0,44120.0,1141235.0,278327.0,1111.0
2021-3-15,Brazil,11525477.0,42107.0,1133921.0,279602.0,1275.0
2021-3-16,Brazil,11609601.0,84124.0,1122660.0,282400.0,2798.0
2021-3-17,Brazil,11700431.0,90830.0,1128238.0,285136.0,2736.0
2021-3-18,Brazil,11787600.0,87169.0,1160373.0,287795.0,2659.0
2021-3-19,Brazil,11877009.0,89409.0,1203024.0,290525.0,2730.0
2021-3-20,Brazil,11950459.0,73450.0,1238210.0,292856.0,2331.0
2021-3-21,Brazil,11998233.0,47774.0,1254185.0,294115.0,1259.0
2021-3-22,Brazil,12051619.0,53386.0,1247939.0,295685.0,1570.0
2021-3-23,Brazil,12136615.0,84996.0,1236114.0,298843.0,3158.0
2021-3-24,Brazil,12227179.0,90564.0,1236446.0,301087.0,2244.0
2021-3-25,Brazil,12324765.0,97586.0,1248490.0,303726.0,2639.0
2021-3-26,Brazil,12407323.0,82558.0,1275902.0,307326.0,3600.0
2021-3-27,Brazil,12490362.0,83039.0,1300041.0,310694.0,3368.0
2021-3-28,Brazil,12534688.0,44326.0,1309448.0,312299.0,1605.0
2021-3-29,Brazil,12577354.0,42666.0,1293839.0,314268.0,1969.0
2021-3-30,Brazil,12664058.0,86704.0,1271639.0,317936.0,3668.0
2021-3-31,Brazil,12753258.0,89200.0,1261435.0,321886.0,3950.0
2021-4-01,Brazil,12842717.0,89459.0,1278059.0,325559.0,3673.0
2021-4-02,Brazil,12912379.0,69662.0,1307385.0,328366.0,2807.0
2021-4-03,Brazil,12953597.0,41218.0,1317554.0,330297.0,1931.0
2021-4-04,Brazil,12984956.0,31359.0,1295905.0,331530.0,1233.0
2021-4-05,Brazil,13023189.0,38233.0,1253847.0,333153.0,1623.0
2021-4-06,Brazil,13106058.0,82869.0,1209910.0,337364.0,4211.0
2021-4-07,Brazil,13197031.0,90973.0,1191776.0,341097.0,3733.0
2021-4-08,Brazil,13286324.0,89293.0,1208844.0,345287.0,4190.0
2021-4-09,Brazil,13375414.0,89090.0,1234595.0,348934.0,3647.0
2021-4-10,Brazil,13445006.0,69592.0,1254973.0,351469.0,2535.0
2021-4-11,Brazil,13482543.0,37537.0,1248447.0,353293.0,1824.0
2021-4-12,Brazil,13521409.0,38866.0,1209310.0,355031.0,1738.0
2021-4-13,Brazil,13601566.0,80157.0,1168050.0,358718.0,3687.0
2021-4-14,Brazil,13677564.0,75998.0,1144613.0,362180.0,3462.0
2021-4-15,Brazil,13758093.0,80529.0,1155844.0,365954.0,3774.0
2021-4-16,Brazil,13834342.0,76249.0,1166455.0,369024.0,3070.0
2021-4-17,Brazil,13900134.0,65792.0,1183384.0,371889.0,2865.0
2021-4-18,Brazil,13943071.0,42937.0,1178030.0,373442.0,1553.0
2021-4-19,Brazil,13977713.0,34642.0,1141952.0,375049.0,1607.0
2021-4-20,Brazil,14050885.0,73172.0,1110666.0,378530.0,3481.0
2021-4-21,Brazil,14122795.0,71910.0,1094976.0,381687.0,3157.0
2021-4-22,Brazil,14172139.0,49344.0,1114597.0,383757.0,2070.0
2021-4-23,Brazil,14238110.0,65971.0,1140384.0,386623.0,2866.0
2021-4-24,Brazil,14308215.0,70105.0,1151834.0,389609.0,2986.0
2021-4-25,Brazil,14340787.0,32572.0,1140693.0,390925.0,1316.0
2021-4-26,Brazil,14370456.0,29669.0,1099201.0,392204.0,1279.0
2021-4-27,Brazil,14446541.0,76085.0,1058775.0,395324.0,3120.0
2021-4-28,Brazil,14523807.0,77266.0,1033750.0,398343.0,3019.0
2021-4-29,Brazil,14592886.0,69079.0,1039351.0,401417.0,3074.0
2021-4-30,Brazil,14665962.0,73076.0,1067137.0,404287.0,2870.0
2021-5-01,Brazil,14725975.0,60013.0,1076745.0,406565.0,2278.0
2021-5-02,Brazil,14754910.0,28935.0,1068417.0,407775.0,1210.0
2021-5-03,Brazil,14791434.0,36524.0,1046129.0,408829.0,1054.0
2021-5-04,Brazil,14860812.0,69378.0,1005962.0,411854.0,3025.0
2021-5-05,Brazil,14936464.0,75652.0,992247.0,414645.0,2791.0
2021-5-06,Brazil,15009023.0,72559.0,1000512.0,417176.0,2531.0
2021-5-07,Brazil,15087360.0,78337.0,1027489.0,419393.0,2217.0
2021-5-08,Brazil,15150628.0,63268.0,1051476.0,421484.0,2091.0
2021-5-09,Brazil,15184790.0,34162.0,1048237.0,422418.0,934.0
2021-5-10,Brazil,15214030.0,29240.0,1031469.0,423436.0,1018.0
2021-5-11,Brazil,15285048.0,71018.0,1012146.0,425711.0,2275.0
2021-5-12,Brazil,15361686.0,76638.0,1009213.0,428256.0,2545.0
2021-5-13,Brazil,15436827.0,75141.0,1026902.0,430596.0,2340.0
2021-5-14,Brazil,15521313.0,84486.0,1060173.0,432785.0,2189.0
2021-5-15,Brazil,15590613.0,69300.0,1093365.0,434852.0,2067.0
2021-5-16,Brazil,15627475.0,36862.0,1094365.0,435823.0,971.0
2021-5-17,Brazil,15661106.0,33631.0,1071811.0,436862.0,1039.0
2021-5-18,Brazil,15735485.0,74379.0,1048497.0,439379.0,2517.0
2021-5-19,Brazil,15815191.0,79706.0,1043209.0,441864.0,2485.0
2021-5-20,Brazil,15898558.0,83367.0,1068205.0,444391.0,2527.0
2021-5-21,Brazil,15976156.0,77598.0,1107420.0,446527.0,2136.0
2021-5-22,Brazil,16047439.0,71283.0,1136716.0,448291.0,1764.0
2021-5-23,Brazil,16083573.0,36134.0,1142221.0,449185.0,894.0
2020-2-15,India,3.0,0.0,0.0,0.0,0.0
2020-2-16,India,3.0,0.0,0.0,0.0,0.0
2020-2-17,India,3.0,0.0,0.0,0.0,0.0
2020-2-18,India,3.0,0.0,0.0,0.0,0.0
2020-2-19,India,3.0,0.0,0.0,0.0,0.0
2020-2-20,India,3.0,0.0,0.0,0.0,0.0
2020-2-21,India,3.0,0.0,0.0,0.0,0.0
2020-2-22,India,3.0,0.0,0.0,0.0,0.0
2020-2-23,India,3.0,0.0,0.0,0.0,0.0
2020-2-24,India,3.0,0.0,0.0,0.0,0.0
2020-2-25,India,3.0,0.0,0.0,0.0,0.0
2020-2-26,India,3.0,0.0,0.0,0.0,0.0
2020-2-27,India,3.0,0.0,0.0,0.0,0.0
2020-2-28,India,3.0,0.0,0.0,0.0,0.0
2020-2-29,India,3.0,0.0,0.0,0.0,0.0
2020-3-01,India,3.0,0.0,0.0,0.0,0.0
2020-3-02,India,6.0,3.0,3.0,0.0,0.0
2020-3-03,India,7.0,1.0,4.0,0.0,0.0
2020-3-04,India,29.0,22.0,26.0,0.0,0.0
2020-3-05,India,30.0,1.0,27.0,0.0,0.0
2020-3-06,India,31.0,1.0,28.0,0.0,0.0
2020-3-07,India,34.0,3.0,31.0,0.0,0.0
2020-3-08,India,40.0,6.0,37.0,0.0,0.0
2020-3-09,India,47.0,7.0,43.0,0.0,0.0
2020-3-10,India,62.0,15.0,58.0,0.0,0.0
2020-3-11,India,62.0,0.0,58.0,0.0,0.0
2020-3-12,India,74.0,12.0,69.0,1.0,1.0
2020-3-13,India,82.0,8.0,70.0,2.0,1.0
2020-3-14,India,100.0,18.0,88.0,2.0,0.0
2020-3-15,India,114.0,14.0,99.0,2.0,0.0
2020-3-16,India,129.0,15.0,114.0,2.0,0.0
2020-3-17,India,143.0,14.0,126.0,3.0,1.0
2020-3-18,India,169.0,26.0,152.0,3.0,0.0
2020-3-19,India,194.0,25.0,170.0,4.0,1.0
2020-3-20,India,249.0,55.0,221.0,5.0,1.0
2020-3-21,India,332.0,83.0,304.0,5.0,0.0
2020-3-22,India,396.0,64.0,365.0,7.0,2.0
2020-3-23,India,499.0,103.0,455.0,10.0,3.0
2020-3-24,India,536.0,37.0,486.0,10.0,0.0
2020-3-25,India,657.0,121.0,602.0,12.0,2.0
2020-3-26,India,727.0,70.0,662.0,20.0,8.0
2020-3-27,India,887.0,160.0,794.0,20.0,0.0
2020-3-28,India,987.0,100.0,879.0,24.0,4.0
2020-3-29,India,1024.0,37.0,902.0,27.0,3.0
2020-3-30,India,1251.0,227.0,1117.0,32.0,5.0
2020-3-31,India,1397.0,146.0,1239.0,35.0,3.0
2020-4-01,India,1998.0,601.0,1792.0,58.0,23.0
2020-4-02,India,2543.0,545.0,2280.0,72.0,14.0
2020-4-03,India,3059.0,516.0,2781.0,86.0,14.0
2020-4-04,India,3588.0,529.0,3260.0,99.0,13.0
2020-4-05,India,4289.0,701.0,3843.0,118.0,19.0
2020-4-06,India,4778.0,489.0,4267.0,136.0,18.0
2020-4-07,India,5351.0,573.0,4723.0,160.0,24.0
2020-4-08,India,5916.0,565.0,5232.0,178.0,18.0
2020-4-09,India,6725.0,809.0,5863.0,227.0,49.0
2020-4-10,India,7600.0,875.0,6577.0,249.0,22.0
2020-4-11,India,8446.0,846.0,7189.0,288.0,39.0
2020-4-12,India,9205.0,759.0,7794.0,331.0,43.0
2020-4-13,India,10453.0,1248.0,8914.0,358.0,27.0
2020-4-14,India,11487.0,1034.0,9735.0,393.0,35.0
2020-4-15,India,12370.0,883.0,10440.0,422.0,29.0
2020-4-16,India,13430.0,1060.0,11214.0,448.0,26.0
2020-4-17,India,14352.0,922.0,11825.0,486.0,38.0
2020-4-18,India,16365.0,2013.0,13381.0,521.0,35.0
2020-4-19,India,17615.0,1250.0,14202.0,559.0,38.0
2020-4-20,India,18539.0,924.0,14674.0,592.0,33.0
2020-4-21,India,20080.0,1541.0,15460.0,645.0,53.0
2020-4-22,India,21370.0,1290.0,16319.0,681.0,36.0
2020-4-23,India,23039.0,1669.0,17306.0,721.0,40.0
2020-4-24,India,24447.0,1408.0,18171.0,780.0,59.0
2020-4-25,India,26283.0,1836.0,19519.0,825.0,45.0
2020-4-26,India,27890.0,1607.0,20486.0,881.0,56.0
